mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.25847086906433103,0.014225578907644285,0.05294432640075684,0.005206821069726079,5,81,"{'max_depth': 5, 'n_estimators': 81}",0.8136771300448431,0.8112652630724919,0.8158147127844098,0.8168486208890249,0.8195524266231338,0.8154316306827807,0.0028132708321737423,1,0.856066336588273,0.8532328190743339,0.852391824194291,0.8539373595618862,0.8558211134050367,0.8542898905647641,0.0014383836798020522
0.2758902072906494,0.0324240819963338,0.07002930641174317,0.016526968293776326,5,91,"{'max_depth': 5, 'n_estimators': 91}",0.8148525614893327,0.8102747691101105,0.8150800938679725,0.8166377580518995,0.8194776043260892,0.8152645573690809,0.0029912271406491156,2,0.856534754164608,0.852877512856475,0.8521567262828007,0.8542963718960391,0.8561470253112182,0.8544024781022281,0.001730330889327346
0.32213606834411623,0.038685149061520284,0.06725955009460449,0.02069137015690798,5,101,"{'max_depth': 5, 'n_estimators': 101}",0.81411197173529,0.8085845063756711,0.814998469543924,0.8171683161582152,0.8204775022956841,0.8150681532217569,0.0039148066884086554,3,0.8568836796269979,0.8526395086914019,0.8524599346903095,0.8545030373886309,0.8566445926419446,0.8546261506078571,0.001888117575133264
0.3977176666259766,0.029503712804111803,0.0777101993560791,0.025198591160672298,5,131,"{'max_depth': 5, 'n_estimators': 131}",0.8133170267699414,0.8088008600056793,0.8149440533278917,0.8174744073733974,0.8201986191885182,0.8149469933330856,0.003857438278844302,4,0.8568550269886629,0.8529841897233201,0.8537183874999205,0.8543426276223071,0.857259284563955,0.8550319032796331,0.0017133921260597677
0.32352046966552733,0.04715287984404365,0.06762843132019043,0.013296920384946839,5,111,"{'max_depth': 5, 'n_estimators': 111}",0.8135684196222311,0.8073337119521858,0.8150460837329524,0.8169030371050572,0.8211985171581132,0.814809953914108,0.004531800881092366,5,0.8571634142738529,0.8519577967614433,0.8529137924815348,0.8544769389742687,0.8572932337208489,0.8547610352423897,0.002169544497505165
0.4455239772796631,0.09534243490700622,0.09040207862854004,0.0242367768372934,5,151,"{'max_depth': 5, 'n_estimators': 151}",0.8104633781763826,0.8088279042094303,0.8146923783287421,0.8184130870999559,0.8201714110805018,0.8145136317790026,0.004381329044811831,6,0.8570984682936272,0.8529678269369714,0.853905532227298,0.854618040157609,0.8577604589926013,0.8552700653216213,0.0018510811448589578
0.23217573165893554,0.041818054129508626,0.0518496036529541,0.006891809487228993,5,71,"{'max_depth': 5, 'n_estimators': 71}",0.8124235629841012,0.8098860086811894,0.8117539026629935,0.817719280345543,0.8206475529707853,0.8144860615289226,0.004032288660854984,7,0.8553243393762808,0.8530160652811424,0.851246888878044,0.8540888576745252,0.8549989072615124,0.853735011694301,0.001480286496392988
0.3455167293548584,0.045935008476787394,0.07870893478393555,0.01914672339961439,5,121,"{'max_depth': 5, 'n_estimators': 121}",0.8133781763826606,0.8074080835125012,0.8140393837363534,0.8166037479168793,0.8204230860796518,0.8143704955256093,0.0042706154590811925,8,0.8569545683766562,0.852158187768286,0.8533385813071698,0.853823417704061,0.8569185199016324,0.854638655011561,0.0019528829909114497
0.5882768630981445,0.041491191869633744,0.0668187141418457,0.00970590164184124,5,171,"{'max_depth': 5, 'n_estimators': 171}",0.8107759206413914,0.8084290022041026,0.813855729007244,0.8187463864231541,0.8199537462163724,0.8143521568984529,0.004445373414080778,9,0.8570967703595037,0.853417484805984,0.8537578533948096,0.8549798108607596,0.8572747738667876,0.8553053386575689,0.0016218861696126645
0.6140254497528076,0.03284378460415617,0.06084222793579101,0.003382583745904777,5,191,"{'max_depth': 5, 'n_estimators': 191}",0.8099130316619105,0.8089698862791231,0.8148828350848553,0.818290650613883,0.8195592286501377,0.814323126457982,0.004279658966885975,10,0.8570084777850789,0.8535653873942795,0.8541312941206426,0.8551120003904153,0.8568692936241362,0.8553372906629105,0.0013989084337964709
0.4726735591888428,0.03573991218369013,0.07610750198364258,0.014464130039973483,5,161,"{'max_depth': 5, 'n_estimators': 161}",0.81041581736649,0.8082532148797208,0.8145359317076489,0.8182090262898343,0.8201305989184777,0.8143089178324343,0.004494043200416681,11,0.8568386843727238,0.8533550087126525,0.8538987423959193,0.8548567451670193,0.8570727763832691,0.8552043914063168,0.0015104681072980715
0.5238152027130127,0.05435745458346209,0.07807283401489258,0.019749049729605662,5,181,"{'max_depth': 5, 'n_estimators': 181}",0.8108302758526973,0.8081856043703434,0.8140393837363534,0.8189776553412917,0.8194163860830528,0.8142898610767478,0.004417014658458007,12,0.856996592246214,0.853258957031748,0.8537009885570124,0.8551620753968339,0.8572268206826751,0.8552690867828968,0.0016326666682060017
0.4262181282043457,0.037799695896212855,0.05467391014099121,0.005031509707031104,5,141,"{'max_depth': 5, 'n_estimators': 141}",0.8111903791275987,0.8085304179681689,0.8129170492806858,0.8184607012889841,0.8202870455395707,0.8142771186410016,0.00442772860980101,13,0.8566678297515413,0.8527251476900846,0.8535825908723447,0.8545461103814399,0.8575885913858259,0.8550220540162474,0.0018368476800028927
0.5787391662597656,0.03383057727985903,0.03695888519287109,0.007871725939330096,5,201,"{'max_depth': 5, 'n_estimators': 201}",0.8099673868732165,0.8086926831906751,0.8138489269802403,0.8176988742645308,0.8195422235826276,0.813950018978258,0.004215158975747394,14,0.8571205414372333,0.8533690339580944,0.8539793716435423,0.8548136721742101,0.8568603819704516,0.8552286002367063,0.0015121426686931338
0.14556684494018554,0.020521596843528774,0.04052119255065918,0.0074268274308078195,5,51,"{'max_depth': 5, 'n_estimators': 51}",0.8085337681750236,0.8078543128743931,0.8110464918545727,0.8185219195320206,0.8208210046593885,0.8133554994190796,0.005315436516388378,15,0.8532537087126094,0.8514074121297123,0.8491148818251066,0.8534784093971266,0.8539384204730389,0.8522385665075187,0.001783561111173097
0.18321194648742675,0.023598882706209183,0.05748915672302246,0.014012251083855067,5,61,"{'max_depth': 5, 'n_estimators': 61}",0.8104837613806223,0.8080808080808081,0.8108696391524675,0.8163044587287012,0.8206849641193076,0.8132847262923815,0.004574737565479771,16,0.8542073109647492,0.8521798631476051,0.8507993965537362,0.85388091908855,0.8548622619050146,0.8531859503319309,0.0014862052323742043
0.13076090812683105,0.02886868798733657,0.04515681266784668,0.017096714052554987,5,41,"{'max_depth': 5, 'n_estimators': 41}",0.8092132083163472,0.8060862980541695,0.8100261878039656,0.8169166411590654,0.8221508009386798,0.8128786272544455,0.005830715288879308,17,0.8515912189638866,0.8500724637681158,0.8483262004740151,0.8521726399500948,0.8534622835476021,0.8511249613407429,0.0017730716436638058
0.12163863182067872,0.017359015131194852,0.040427541732788085,0.007032607035633738,5,31,"{'max_depth': 5, 'n_estimators': 31}",0.8040256828373421,0.8023203926818384,0.8088460361187633,0.8143998911675678,0.8222800394517567,0.8103744084514537,0.007286397869193395,18,0.849998556755995,0.8483105954354201,0.8480855858245295,0.8528902402539398,0.8530158521344471,0.8504601660808664,0.0021405214417735993
0.09318866729736328,0.02425025206807146,0.04883260726928711,0.02014151398604041,5,21,"{'max_depth': 5, 'n_estimators': 21}",0.800445033292567,0.8004374399956729,0.7971533516988062,0.8142060333979526,0.823922728973234,0.8072329174716465,0.010208091747278769,19,0.8472232834310494,0.8484402227038974,0.8423261113574783,0.8540065309690574,0.852633287572699,0.8489258872068361,0.004153300600724768
0.42501182556152345,0.021662789926235878,0.058932018280029294,0.00241003688891981,4,141,"{'max_depth': 4, 'n_estimators': 141}",0.8028808261992118,0.7986491420226359,0.8049960888344727,0.8130802979287828,0.8141618202224263,0.8067536350415059,0.005977930997523749,20,0.8370931962081737,0.831654766458413,0.8293986967767397,0.8350361664612035,0.8352780542040725,0.8336921760217205,0.002773923574112367
