mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.18354215621948242,0.04206733349748354,0.004604053497314453,0.0010208896294933824,1.0,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.7742220410381844,0.7608278230768191,0.7587661123014657,0.7621875318845016,0.7499574873312247,0.761192199126439,0.007784662919532506,1,0.767421653074704,0.7707335628373497,0.7713863774764318,0.7702596898320153,0.771450032145608,0.7702502630732218,0.001480871622642425
0.046967601776123045,0.008308997760462298,0.004206466674804688,0.0008155515775844855,1.0,l2,lbfgs,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7736445169180595,0.7611117872162049,0.7589633710845831,0.7616025575621534,0.7506172839506173,0.7611879033463237,0.007376062522131028,2,0.7676856818309163,0.770864040120702,0.7715238715618522,0.7706382229313825,0.7716842813281759,0.7704792195546057,0.0014505649692417716
0.023431825637817382,0.00225195369519551,0.004812288284301758,0.0008163354858594118,1.0,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.774351134665036,0.760719646261815,0.7584532190592796,0.7618474305342993,0.7495017515219535,0.7609746364084767,0.007971726641536865,3,0.7673779312710226,0.7707420629861023,0.7714780402000454,0.7703488063688619,0.7715081700767887,0.7702910021805642,0.001522060198926994
0.028134679794311522,0.0016255554798053275,0.004831647872924805,0.000758474780981412,10.0,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.7723196086424786,0.761219964031209,0.759956467027174,0.7608883447267285,0.7502975886814272,0.7609363946218034,0.006982903862585611,4,0.7678885849586808,0.7708185643248756,0.7714614899860597,0.7706984826848691,0.7716083200896258,0.7704950884088222,0.0013500431784965873
0.036931180953979494,0.005965699183351365,0.004638290405273438,0.0006324141970948831,10.0,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7724894686778094,0.7613010966424621,0.7592150460837329,0.7607523041866476,0.7505492636805767,0.7608614358542458,0.006992393765961485,5,0.7679191477729047,0.7708279144885036,0.7713129624246488,0.7707133354410102,0.7716401474242137,0.7704827015102562,0.001324627193164869
0.8018954277038575,0.03884819009669823,0.0020018577575683593,5.56082906231432e-07,10.0,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",0.7720885989944286,0.7612267250821468,0.7599292589191579,0.7607659082406556,0.750283984627419,0.7608588951727615,0.006912932083279232,6,0.7679306088282387,0.7708359896298185,0.7714534270612974,0.770690844124568,0.7715930429690234,0.7705007825225894,0.001330777557399448
0.29262466430664064,0.060479264989281224,0.0027989864349365233,0.0007432934257167869,100.0,l1,liblinear,"{'C': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.7712121212121212,0.7612875745405866,0.7601673298642997,0.760364588647417,0.7506240859776212,0.7607311400484092,0.006523271715041133,7,0.7679840937531306,0.770803264057121,0.7714542757902196,0.7707952377820165,0.7716172317433103,0.7705308206251595,0.0013162840253297453
0.02880721092224121,0.0031880996997882215,0.003773784637451172,0.00045995714751956757,100.0,l2,liblinear,"{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.7710490555782034,0.7613416629480887,0.760085705540251,0.7601809339183077,0.7507465224636942,0.7606807760897091,0.00643787755789504,8,0.7680087137979221,0.7707896638191167,0.7714317844737775,0.7708270651166048,0.7716100175474704,0.7705334489509783,0.0013032383326871402
0.04085230827331543,0.006051006792206725,0.004021501541137696,0.0007104161662070816,100.0,l2,lbfgs,"{'C': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7711441771979888,0.7613213797952754,0.7600993095942591,0.7603033704043805,0.7489167771996054,0.7603570028383018,0.007046150700797005,9,0.7680227217544414,0.7707883887968039,0.7714139611664081,0.7708109392670801,0.771579463306266,0.7705230948581999,0.0012895470532518526
0.03661909103393555,0.0056224777365433765,0.004284191131591797,0.0005143921902781112,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7767971191738008,0.7557435127716252,0.7551474339353127,0.7614257048600483,0.7490664217936944,0.7596360385068962,0.009431030912635086,10,0.7657852690631308,0.7694776658591524,0.7700071929776169,0.7687285828561001,0.7698408421088369,0.7687679105729675,0.0015548924445709298
0.020911979675292968,0.00789531755940187,0.003603363037109375,0.0008005619262085468,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.7784073923087378,0.7535867375224805,0.7514539332721151,0.7595279393259191,0.7463320069380676,0.757861601873464,0.011110089348101428,11,0.763552910174191,0.768029240511709,0.7685673243608542,0.7669988733123556,0.7681756359631906,0.7670647968644602,0.001830813915689876
0.0617213249206543,0.008757756032113111,0.00400385856628418,3.568322550558034e-07,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",0.77870634597092,0.7518288642786634,0.7466244940992417,0.7629561609359589,0.7411896745230079,0.7562611079615584,0.0133286883099241,12,0.7619415706909403,0.7659390539334439,0.766816820958512,0.7656459994101334,0.7665942417986262,0.7653875373583311,0.0017745222823953928
0.011410140991210937,0.0004904464449857028,0.0,0.0,0.1,l1,lbfgs,"{'C': 0.1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.0018017292022705078,0.0004003048085115577,0.0,0.0,0.1,elasticnet,lbfgs,"{'C': 0.1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.0016015052795410156,0.0004904077277611369,0.0,0.0,0.1,elasticnet,liblinear,"{'C': 0.1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,13,,,,,,,
0.0017608165740966796,0.0005479578638243041,0.0,0.0,1.0,l1,lbfgs,"{'C': 1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.0017023563385009765,0.0003999278871178889,0.0,0.0,1.0,elasticnet,lbfgs,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.0024012088775634765,0.0004912665496922123,0.0,0.0,1.0,elasticnet,liblinear,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,13,,,,,,,
0.0019028663635253906,0.0004942781464379654,0.0,0.0,10.0,l1,lbfgs,"{'C': 10, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.002201700210571289,0.00040047175473894344,0.0,0.0,10.0,elasticnet,lbfgs,"{'C': 10, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.0016017436981201171,0.0008005142637965835,0.0,0.0,10.0,elasticnet,liblinear,"{'C': 10, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,13,,,,,,,
0.0018016815185546875,0.0007486978036256935,0.0,0.0,100.0,l1,lbfgs,"{'C': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.002001667022705078,0.0006330129313438056,0.0,0.0,100.0,elasticnet,lbfgs,"{'C': 100, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
0.0020017623901367188,5.223489356090222e-07,0.0,0.0,100.0,elasticnet,liblinear,"{'C': 100, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,13,,,,,,,
