mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l2_leaf_reg,param_learning_rate,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
9.80973736445109,0.18148370749253578,0.004003604253133138,1.1239159602905075e-07,3,0.21000000000000002,2,"{'l2_leaf_reg': 3, 'learning_rate': 0.21000000000000002, 'max_depth': 2}",0.8143680411109753,0.8285475528229151,0.8307131925313743,0.8245429288217548,0.007248850657492525,1,0.8614245907349356,0.8506122823659006,0.8553167613610333,0.8557845448206232,0.004426482357401158
16.15766207377116,0.5708143604908973,0.0048609574635823565,0.00020337280264233254,3,0.060000000000000005,5,"{'l2_leaf_reg': 3, 'learning_rate': 0.060000000000000005, 'max_depth': 5}",0.8138211183164077,0.8273288439955107,0.8310229568411387,0.8240576397176858,0.007393753905749333,2,0.8812480522099396,0.8737844619197699,0.8655637282600529,0.8735320807965875,0.00640558488689111
9.731253703435263,0.07303626935646744,0.0033361117045084634,0.0004719326730705818,3,0.11,2,"{'l2_leaf_reg': 3, 'learning_rate': 0.11, 'max_depth': 2}",0.815497369387006,0.8276777436197725,0.8289048056320785,0.8240266395462856,0.00605187339496319,3,0.8552579637879094,0.8529280009791622,0.8500355218411981,0.8527404955360899,0.0021361716051663854
9.485198815663656,0.044288736005549466,0.003692150115966797,0.00022095996266860532,1,0.21000000000000002,3,"{'l2_leaf_reg': 1, 'learning_rate': 0.21000000000000002, 'max_depth': 3}",0.8097491741098741,0.8286402674083835,0.8327676767676768,0.8237190394286449,0.01002086921623201,4,0.8769662749699048,0.8648214558918026,0.8647387541149443,0.8688421616588838,0.005744714829806837
9.716686010360718,0.14388700052246067,0.005013783772786458,0.0014223066155377522,3,0.26,2,"{'l2_leaf_reg': 3, 'learning_rate': 0.26, 'max_depth': 2}",0.8147253150617888,0.8271116966769141,0.8289231711049893,0.823586727614564,0.006309455033189189,5,0.8599699352875396,0.8574159297451118,0.8501045496667422,0.8558301382331313,0.004180710418207367
14.300865173339844,0.26360406323623553,0.004275163014729817,0.00021612889304889577,5,0.060000000000000005,4,"{'l2_leaf_reg': 5, 'learning_rate': 0.060000000000000005, 'max_depth': 4}",0.81464823198336,0.825742936612502,0.8302601775329048,0.8235504487095889,0.006559393435565164,6,0.8719441847391032,0.8637498852544292,0.8666361030188373,0.8674433910041232,0.0033936628618178246
17.200307766596477,0.810742682116874,0.0048522154490153,0.0006396755025043009,5,0.060000000000000005,5,"{'l2_leaf_reg': 5, 'learning_rate': 0.060000000000000005, 'max_depth': 5}",0.8159721032668543,0.8219538378958668,0.8326611570247934,0.8235290327291716,0.006903721600508777,7,0.8934193721852524,0.8774116459104677,0.874364470584067,0.881731829559929,0.008357444140067343
10.028093338012695,0.051456830904665,0.0036179224650065103,0.000869124233893683,5,0.11,2,"{'l2_leaf_reg': 5, 'learning_rate': 0.11, 'max_depth': 2}",0.8157298421632204,0.8255123700775875,0.8292464034282216,0.8234962052230098,0.005699300989200836,8,0.8579234571975045,0.8514099935742481,0.8505174948885812,0.8532836485534446,0.003301010619603149
30.5023299853007,0.2887420381329615,0.004833300908406575,0.00017235583805307966,5,0.01,7,"{'l2_leaf_reg': 5, 'learning_rate': 0.01, 'max_depth': 7}",0.8152514376605897,0.824171668374567,0.8309617385981023,0.823461614877753,0.006433325778737645,9,0.8719860431294189,0.8701523821180502,0.8694292864905215,0.8705225705793301,0.0010761136093322121
10.903899828592936,0.08445331678757322,0.004003286361694336,2.676241912918526e-06,1,0.060000000000000005,3,"{'l2_leaf_reg': 1, 'learning_rate': 0.060000000000000005, 'max_depth': 3}",0.8146359965740854,0.8254159957058508,0.8301928374655647,0.8234149432485003,0.006506764830210805,10,0.8620344399836233,0.856073253572412,0.8552816365825484,0.8577964433795279,0.003014091988963741
