mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.32115964889526366,0.019451926995650515,0.04653353691101074,0.004146631456190195,2,121,"{'max_depth': 2, 'n_estimators': 121}",0.7775546949313766,0.787091125444539,0.7826616331666836,0.8045403530252015,0.7929871101588273,0.7889669833453257,0.00929739612327143,63,0.8039183225769206,0.8028817629308513,0.8006225426645421,0.803926856541472,0.8039739609966623,0.8030646891420897,0.0012881257227221879
0.11052060127258301,0.015413465235201308,0.030243968963623045,0.001960468274839438,2,41,"{'max_depth': 2, 'n_estimators': 41}",0.7788116591928251,0.7892884669993103,0.7888548787538687,0.7913546236778559,0.7934054348195763,0.7883430126886872,0.005033895286289523,64,0.8019724900713301,0.8066379786646265,0.7985278796841879,0.803786604087054,0.8041033921573202,0.8030056689329038,0.0026879949812265804
0.08197040557861328,0.003972926402838461,0.02893972396850586,0.004368299811232572,2,31,"{'max_depth': 2, 'n_estimators': 31}",0.7793925805136568,0.783632847889876,0.7947386321123695,0.7868992959902051,0.7945821854912765,0.7878491083994767,0.006049656590186019,65,0.799812081140876,0.8030349781121169,0.7993254726889643,0.8024528265855848,0.8050779451424062,0.8019406607339896,0.002129434546445063
0.28395729064941405,0.02591693170724009,0.04192748069763184,0.0035876903952019802,2,111,"{'max_depth': 2, 'n_estimators': 111}",0.7763045250713412,0.7849749165010209,0.779682345338911,0.8052103526851001,0.7924701561065198,0.7877284591405787,0.010304644642240996,66,0.8021643566272916,0.802242126737218,0.7991847958700851,0.802797834892519,0.8019949373319782,0.8016768102918184,0.0012747800563121647
0.057159423828125,0.003475470801715507,0.03160452842712402,0.008261863690394847,2,21,"{'max_depth': 2, 'n_estimators': 21}",0.778838836798478,0.7785857233648398,0.8003945175662348,0.7831445770839709,0.795371220623746,0.7872669750874539,0.008959943962250218,67,0.7981814276569698,0.79661226571465,0.8003991147757341,0.8017490181267279,0.8064416403383883,0.800676693322494,0.0033825276629294043
0.37296090126037595,0.02018089581229451,0.05416769981384277,0.0034730189759170534,2,141,"{'max_depth': 2, 'n_estimators': 141}",0.7759749966027993,0.7844205103241247,0.7794578784477775,0.8048294391728736,0.7892119851715811,0.7867789619438313,0.010075966999865115,68,0.8019136991023023,0.8013000977517106,0.7963436758025262,0.8011623342591552,0.800798229551468,0.8003036072934325,0.002012387112804279
0.19918813705444335,0.012570184435215544,0.04220728874206543,0.0053802046747619325,2,81,"{'max_depth': 2, 'n_estimators': 81}",0.7723535806495448,0.7830649196111044,0.7803047308097814,0.8040097949188858,0.7936843179267421,0.7866834687832116,0.01103033414052594,69,0.8006742071921094,0.8021439500191254,0.7968153569011209,0.8029556984720756,0.8018457732238756,0.8008869971616613,0.0021634343584896404
0.5421923160552978,0.020225189247726823,0.0880662441253662,0.049096048188427055,2,201,"{'max_depth': 2, 'n_estimators': 201}",0.7755095801059927,0.7837782104850377,0.7764207733904704,0.805751113831922,0.7918953848246777,0.7866710125276202,0.011219247848314651,70,0.8026828632602712,0.8003189680819415,0.7938174341651585,0.8023178786869315,0.8029834943442826,0.8004241277077171,0.0034321420355279838
0.42849082946777345,0.022626065258488343,0.057834625244140625,0.007464031991841938,2,171,"{'max_depth': 2, 'n_estimators': 171}",0.7752276124473434,0.78374102470488,0.7754004693398633,0.8061796415331768,0.7912661973268035,0.7863629890704135,0.011556723710030617,71,0.8013631439627404,0.799544817034298,0.7939670226377222,0.8014738177736568,0.802073656939526,0.7996844916695888,0.002981161963032988
0.501471757888794,0.03005724427189941,0.06107044219970703,0.0033008136388706,2,191,"{'max_depth': 2, 'n_estimators': 191}",0.7763554830819406,0.782963503847038,0.7758630071761385,0.8062816719382376,0.7903037105057307,0.786353475309817,0.011262673357022189,72,0.802477200989556,0.800059713544987,0.7933881895126811,0.8022226088653979,0.8022652574937459,0.8000825940812735,0.003461023003117502
0.42558794021606444,0.0399739073054379,0.05233368873596191,0.004856541992493334,2,161,"{'max_depth': 2, 'n_estimators': 161}",0.7750135888028264,0.7825105134342081,0.7758970173111586,0.8052851749821446,0.7908002584770261,0.7859013106014727,0.011223722771420717,73,0.8010407487210311,0.7989525691699605,0.7942466788176357,0.800471044551903,0.8016528995762722,0.7992727881673606,0.0026679860795345628
0.25561232566833497,0.02058354490655841,0.0402122974395752,0.003215446917716034,2,91,"{'max_depth': 2, 'n_estimators': 91}",0.7715620328849028,0.7801475261314619,0.7802639186477569,0.8032785770159506,0.7934768561031187,0.7857457821566382,0.011222641769223182,74,0.7993285943991945,0.7993312507968888,0.7972978592934756,0.801865081806859,0.8016314691709828,0.7998908510934802,0.0016899840093020013
0.48102917671203616,0.024735655457987584,0.06213421821594238,0.0034154846599378516,2,181,"{'max_depth': 2, 'n_estimators': 181}",0.7747520043484171,0.7829432206942246,0.7751828044757337,0.8051457334285617,0.7903377206407509,0.7856722967175376,0.011293458341717194,75,0.8005952532553642,0.7990811339198436,0.7930054127687023,0.800865491318564,0.8018198869917439,0.7990734356508435,0.00315883992209503
0.4012411117553711,0.019799974097911496,0.05326933860778808,0.002984682527023338,2,151,"{'max_depth': 2, 'n_estimators': 151}",0.7742390270417177,0.7837410247048802,0.7758800122436486,0.8041628405264769,0.7893786348331803,0.7854803078699807,0.010823965597453687,76,0.8006578645761702,0.7998051340898467,0.7943737759737574,0.7992961915411432,0.7993369305294159,0.7986939793420667,0.0022150265457472618
0.25176515579223635,0.032905605931005916,0.03967418670654297,0.0018854181731493638,2,101,"{'max_depth': 2, 'n_estimators': 101}",0.773399918467183,0.7802557029464661,0.7760330578512397,0.8026391864775704,0.7909533040846173,0.7846562339654153,0.010802482596895388,77,0.7997377965229704,0.7985063113604488,0.795719223497909,0.8000241887742869,0.7995805157301297,0.798713607177149,0.0015828722975781626
0.12363433837890625,0.015213583329585192,0.030808162689208985,0.002254534722261805,2,51,"{'max_depth': 2, 'n_estimators': 51}",0.7748335371653758,0.781090692737279,0.7804611774308744,0.7913274155698398,0.7885419855116825,0.7832509616830102,0.005941830259155677,78,0.7979205825272391,0.8009280037400655,0.7942997243752825,0.7969010785222781,0.7984792899533835,0.7977057358236498,0.002157588606842958
